identifier,dimension,smiles,bus,elements,ms,nms,mo_formula,csdformula
AYIZOY,0,CNCCNC,[4],"['C', 'Co', 'O']",['Co'],"['C', 'O']",Co1 C6 O12,"2(C4 H14 N2 2+),C6 Co1 O12 4-,2(H2 O1)"
AYOKII,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo5 P2 H2 O23,"2(C10 H10 N2 2+),H2 Mo5 O23 P2 4-,2(H2 O1)"
AYUPAL,2,C1CNCCN1,[2],"['F', 'Ni', 'O', 'S']",['Ni'],"['F', 'O', 'S']",Ni3 H4 S3 O14 F2,"(C4 H12 N2 2+)n,n(H4 F2 Ni3 O14 S3 2-)"
AYUPEP,2,C1CN2CCN1CC2,[2],"['F', 'Ni', 'O', 'S']",['Ni'],"['F', 'O', 'S']",Ni3 H4 S3 O14 F2,"(C6 H14 N2 2+)n,n(H4 F2 Ni3 O14 S3 2-)"
AYUPIT,2,NCCCN,[2],"['F', 'Ni', 'O', 'S']",['Ni'],"['F', 'O', 'S']",Ni3 H4 S3 O14 F2,"(C3 H12 N2 2+)n,n(H4 F2 Ni3 O14 S3 2-),n(H2 O1)"
AYUPOB,0,NCCNCCNCCNCCN,"[14, 12]","['B', 'O', 'V']",['V'],"['B', 'O']",V6 B22 H10 O54,"H10 B22 O54 V6 10-,2(C8 H28 N5 5+),5(H2 O1)"
AZECUD,0,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[10],"['N', 'O', 'U']",['U'],"['N', 'O']",U1 H4 N2 O10,"2(C15 H13 N3 2+),H4 N2 O10 U1,4(N1 O3 1-),4(H2 O1)"
AZEDAK,0,c1ccc(-c2ccccn2)nc1,[10],"['N', 'O', 'U']",['U'],"['N', 'O']",U1 N3 O11,"C10 H9 N2 1+,N3 O11 U1 1-"
AZEDIS,0,c1ccncc1,[10],"['N', 'O', 'U']",['U'],"['N', 'O']",U2 H2 N4 O18,"4(C5 H6 N1 1+),H2 N4 O18 U2 2-,2(N1 O3 1-)"
AZEMUO,0,Nc1ccccc1,[],"['O', 'Tc']",['Tc'],['O'],Tc1 O4,"C6 H8 N1 1+,O4 Tc1 1-"
AZENAV,0,Nc1ccccc1,[],"['O', 'Re']",['Re'],['O'],Re1 O4,"C6 H8 N1 1+,O4 Re1 1-"
AZEWAD,3,NCCN,[2],"['Nd', 'O', 'S']",['Nd'],"['O', 'S']",Nd4 H8 S10 O44,"(C2 H10 N2 2+)4n,n(H8 Nd4 O44 S10 8-)"
AZEWEH,3,C1CNCCN1,[2],"['Nd', 'O', 'S']",['Nd'],"['O', 'S']",Nd4 H8 S8 O36,"(C4 H12 N2 2+)2n,n(H8 Nd4 O36 S8 4-)"
AZEWIL,2,NCCN,[2],"['Nd', 'O', 'S']",['Nd'],"['O', 'S']",Nd2 S4 O16,"(C2 H10 N2 2+)n,n(Nd2 O16 S4 2-)"
AZEWOR,2,NCCCN,[2],"['La', 'O', 'S']",['La'],"['O', 'S']",La2 S4 O16,"(C3 H12 N2 2+)n,n(La2 O16 S4 2-)"
AZEZEK,2,CNC,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al2 P3 H1 O12,"(C2 H8 N1 1+)2n,n(H1 Al2 O12 P3 2-)"
AZIQAB,0,NC1CCCCC1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo5 P2 H1 O23,"5(C6 H14 N1 1+),H1 Mo5 O23 P2 5-,4(H2 O1)"
AZONIM,1,CC1CNC(C)CN1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H2 O8,"(H2 O8 P2 Zn1 2-)n,n(C6 H16 N2 2+)"
AZOPEK,2,NC1CCC(N)CC1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga2 P2 H2 O10,"(C6 H16 N2 2+)n,n(H2 Ga2 O10 P2 2-)"
AZOWIV,2,NCCNCCN,"[12, 1]","['B', 'Cd', 'Cl', 'O', 'P']",['Cd'],"['B', 'Cl', 'O', 'P']",Cd1 B2 P3 H1 Cl1 O13,"(C4 H16 N3 3+)n,n(H1 B2 Cd1 Cl1 O13 P3 3-)"
AZOWOB,3,NCCN,"[12, 1]","['B', 'Cd', 'O', 'P']",['Cd'],"['B', 'O', 'P']",Cd1 B2 P3 O13,"(C2 H10 N2 2+)n,n(B2 Cd1 O13 P3 2-)"
BAGPEE,0,N=C(N)N,[],"['Mo', 'O']",['Mo'],['O'],Mo1 O4,"2(C1 H6 N3 1+),Mo1 O4 2-"
BAHQOR,1,CN1CCNCC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H2 O8,"(C5 H14 N2 2+)n,n(H2 O8 P2 Zn1 2-),n(H2 O1)"
BAKFAV,3,N=C(N)N,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O12,"(C1 H6 N3 1+)2n,n(H4 O12 P4 Zn3 2-),n(H2 O1)"
BAKFEZ,2,NCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O12,"(C3 H12 N2 2+)n,n(H4 O12 P4 Zn3 2-),n(H2 O1)"
BAKKUV,0,N=c1[nH]cn[nH]1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O'],Si1 Mo12 O40,"Mo12 O40 Si1 3-,4(C2 H5 N4 1+),N1 O3 1-,3(H2 O1)"
BAMMEK,2,c1cn(-c2ccc(N=Nc3ccc(-n4ccnc4)cc3)cc2)cn1,[],"['Mo', 'O']",['Mo'],['O'],Mo11 O34,"(Mo11 O34 2-)n,n(C18 H16 N6 2+),n(H2 O1)"
BANDAV,0,N=C(N)N,[15],"['C', 'O', 'U']",['U'],"['C', 'O']",U1 C2 O10,"2(C1 H6 N3 1+),2(C1 H5 N3),C2 O10 U1 2-,2(H2 O1)"
BARHOS,0,CNC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"3(C2 H8 N1 1+),Mo12 O40 P1 3-"
BARWEX,2,c1ccncc1,[],"['O', 'V']",['V'],['O'],V3 O7,"(C5 H6 N1 1+)n,n(O7 V3 1-)"
BATCOQ,0,Nc1cccnc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"2(C5 H6 N2),Mo12 O40 P1 3-,3(C5 H7 N2 1+),6(H2 O1)"
BAVXAX,2,NCc1ccccc1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']",Cu1 C4 O8,"C4 Cu1 O8 2-,2(C7 H10 N1 1+)"
BAVXEB,0,NCCCN,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']",Cu1 C4 O8,"C4 Cu1 O8 2-,C3 H12 N2 2+"
BAWZAC,0,CCCCN,[],"['Cl', 'Cu', 'O', 'Sb', 'W']","['Cu', 'Sb', 'W']","['Cl', 'O']",Cu6 Sb2 W18 Cl6 O66,"Cl6 Cu6 O66 Sb2 W18 12-,12(C4 H12 N1 1+),6(H2 O1)"
BAWZEG,0,CCCCN,[11],"['As', 'Cl', 'Mn', 'O', 'W']","['Mn', 'W']","['As', 'Cl', 'O']",Mn6 As2 W18 Cl6 O66,"As2 Cl6 Mn6 O66 W18 12-,12(C4 H12 N1 1+),6(H2 O1)"
BAXKAM,3,NCCN,[],"['Ga', 'Ge', 'O']","['Ga', 'Ge']",['O'],Ga2 Ge2 O8,"(C2 H10 N2 2+)n,n(Ga2 Ge2 O8 2-)"
BAXPUL,3,NCCN,[],"['Ga', 'Ge', 'O']","['Ga', 'Ge']",['O'],Ga2 Ge4 O12,"(C2 H10 N2 2+)n,n(Ga2 Ge4 O12 2-)"
BAYBOT,2,NC1CCC(N)CC1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn6 P8 H8 O24,"(C6 H16 N2 2+)2n,n(H8 O24 P8 Zn6 4-),2n(H2 O1)"
BAYBUY01,0,CCc1cccnc1,[],"['O', 'V']",['V'],['O'],V10 H3 O28,"3(C7 H10 N1 1+),H3 O28 V10 3-,H2 O1"
BEBFAQ,2,C1CNCCN1,[16],"['B', 'F', 'Ge', 'O']",['Ge'],"['B', 'F', 'O']",Ge3 B2 O9 F2,"(C4 H12 N2 2+)n,n(B2 F2 Ge3 O9 2-)"
BECQUV,0,C1CN2CCN1CC2,"[14, 12, 1]","['B', 'O', 'P', 'V']",['V'],"['B', 'O', 'P']",V1 B3 P4 H5 O21,"2(C6 H14 N2 2+),H5 B3 O21 P4 V1 4-,4(H2 O1)"
BECRAD,3,C1CN2CCN1CC2,[17],"['Cl', 'K', 'O']",['K'],"['Cl', 'O']",K2 Cl6 O24,"(C6 H14 N2 2+)2n,n(Cl6 K2 O24 4-)"
BEDNAA,2,NCCCN1CCN(CCCN)CC1,[6],"['As', 'F', 'Fe', 'O']",['Fe'],"['As', 'F', 'O']",Fe1 As1 H2 O5 F1,"(C10 H28 N4 4+)n,4n(H2 As1 F1 Fe1 O5 1-)"
BEHKAA,2,CN(C)CCN(C)C,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn2 P2 H3 O9,"(H3 O9 P2 Zn2 1-)n,n(H2 O1),0.5n(C6 H18 N2 2+)"
BEJHAC,0,CCCCN(CCCC)CCCC,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']",Cu1 C4 O8,"2(C12 H28 N1 1+),C4 Cu1 O8 2-"
BEKDIF,2,C1CCNCC1,[1],"['Cl', 'O', 'P', 'Zn']",['Zn'],"['Cl', 'O', 'P']",Zn1 P1 H1 Cl1 O4,"(H1 Cl1 O4 P1 Zn1 1-)n,n(C5 H12 N1 1+)"
BEKSAM,3,NCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga5 P4 O18 F1,"(C2 H10 N2 2+)n,n(F1 Ga5 O18 P4 2-)"
BEMJAG,2,NCCN(CCN)CCN,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']",Ge7 O14 F6,"(F6 Ge7 O14 6-)n,2n(C6 H21 N4 3+)"
BEMWAT,0,N=c1cccc[nH]1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']",Cr1 H4 C4 O10,"C4 H4 Cr1 O10 1-,C5 H7 N2 1+"
BERVUQ,2,NCCN,[13],"['La', 'O', 'Se']",['La'],"['O', 'Se']",La2 H8 Se4 O20,"(C2 H10 N2 2+)n,n(H8 La2 O20 Se4 2-)"
BERWAX,2,C1CNCCN1,[13],"['La', 'O', 'Se']",['La'],"['O', 'Se']",La2 Se4 O16,"(C4 H12 N2 2+)n,n(La2 O16 Se4 2-),n(H2 O1)"
BESJIT,2,NC1CCC(N)CC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn28 P28 H14 O112,"(C6 H16 N2 2+)7n,n(H14 O112 P28 Zn28 14-)"
BEVKUJ,0,NCc1ccccc1,[2],"['Cu', 'O', 'S']",['Cu'],"['O', 'S']",Cu1 H8 S2 O12,"2(C7 H10 N1 1+),H8 Cu1 O12 S2 2-"
BEVLAQ,2,NCCCNCCNCCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']",U4 H4 S6 O34,"(C8 H26 N4 4+)n,n(H4 O34 S6 U4 4-),4n(H2 O1)"
BEWSIF,0,N=C(N)N,[],"['O', 'Te']",['Te'],['O'],Te2 H4 O10,"4(C1 H6 N3 1+),H4 O10 Te2 4-"
BEYSAZ,0,CNC,[2],"['Ho', 'O', 'S']",['Ho'],"['O', 'S']",Ho1 H8 S2 O12,"C2 H8 N1 1+,H8 Ho1 O12 S2 1-"
BEZBAL,0,c1c[nH]cn1,[5],"['O', 'Si', 'W']","['Si', 'W']",['O'],Si1 W12 O40,"O40 Si1 W12 4-,4(C3 H5 N2 1+),H2 O1"
BEZLEX,0,NCCN,[],"['F', 'O', 'U']",['U'],"['F', 'O']",U1 H2 O3 F4,"C2 H10 N2 2+,H2 F4 O3 U1 2-"
BICGID,0,CCCN,[],"['Mo', 'O']",['Mo'],['O'],Mo7 O24,"Mo7 O24 6-,6(C3 H10 N1 1+),3(H2 O1)"
BICGIG,1,CN,[],"['Mo', 'O']",['Mo'],['O'],Mo3 O10,"(Mo3 O10 2-)n,n(C1 H6 N1 1+),n(H4 N1 1+)"
BICGOJ,0,CC(C)N,[],"['Mo', 'O']",['Mo'],['O'],Mo7 O24,"Mo7 O24 6-,6(C3 H10 N1 1+),3(H2 O1)"
BICGOM,2,Cc1ccc(C)c(N)c1,[],"['Mo', 'O']",['Mo'],['O'],Mo5 O16,"(Mo5 O16 2-)n,2n(C8 H12 N1 1+)"
BICPOT,3,CN(C)c1ccncc1,[1],"['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']",Al8 P8 O32 F2,"(C7 H11 N2 1+)2n,n(Al8 F2 O32 P8 2-),n(H2 O1)"
BIQFAL,3,c1c[nH]cn1,[7],"['C', 'Cr', 'Na', 'O']","['Cr', 'Na']","['C', 'O']",Na1 Cr1 H6 C6 O12,"(C6 H6 Cr1 Na1 O12 2-)n,2(C3 H5 N2 1+)"
BIQFOW,3,c1ccncc1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P6 O24 F2,"(C5 H6 N1 1+)2n,n(F2 Ga6 O24 P6 2-),n(H2 O1)"
BIQHUH,3,c1c[nH]cn1,[7],"['Al', 'C', 'Na', 'O']","['Al', 'Na']","['C', 'O']",Na1 Al1 H6 C6 O12,"(C6 H6 Al1 Na1 O12 2-)n,2(C3 H5 N2 1+)"
BIQNUM,3,C1CNCCN1,[2],"['Bi', 'O', 'S']",['Bi'],"['O', 'S']",Bi4 H8 S10 O44,"(H8 Bi4 O44 S10 8-)n,4n(C4 H12 N2 2+)"
BIQPAU,2,C1CN2CCN1CC2,"[2, 10]","['Bi', 'N', 'O', 'S']",['Bi'],"['N', 'O', 'S']",Bi1 S2 N1 O11,"(C6 H14 N2 2+)n,n(Bi1 N1 O11 S2 2-)"
BIQREA,2,CN1CCN(C)CC1,"[0, 4]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']",Ga4 P8 H12 C4 O32,"(C4 H12 Ga4 O32 P8 4-)n,2n(C6 H16 N2 2+)"
BIQRIE,3,CN1CCN(C)CC1,"[0, 4]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']",Ga2 P3 H4 C2 O13,"(C2 H4 Ga2 O13 P3 1-)n,0.5n(C6 H16 N2 2+)"
BITREB,0,CC(C)(C)N,[],"['Mo', 'O']",['Mo'],['O'],Mo4 O16,"4(C4 H12 N1 1+),Mo4 O16 4-"
BITRIF,0,CC(C)(C)N,[],"['O', 'W']",['W'],['O'],W4 O16,"4(C4 H12 N1 1+),O16 W4 4-"
BIVLUQ,3,NCCNCCN,[1],"['Co', 'F', 'O', 'P']",['Co'],"['F', 'O', 'P']",Co4 P6 H6 O24 F1,"(H6 Co4 F1 O24 P6 5-)n,n(C4 H16 N3 3+),n(H2 O1),n(C4 H15 N3 2+)"
BIVSOO,0,c1cc(-c2ccncc2)ccn1,[10],"['N', 'O', 'Yb']",['Yb'],"['N', 'O']",Yb1 H8 N3 O13,"2(C10 H9 N2 1+),H8 N3 O13 Yb1,2(N1 O3 1-)"
BIVXUZ,2,CN,[],"['O', 'V']",['V'],['O'],V3 O7,"(O7 V3 1-)n,n(C1 H6 N1 1+)"
BIVYEK,2,CN,[],"['O', 'V']",['V'],['O'],V8 O20,"(O10 V4 1-)0.75n,0.75n(C1 H6 N1 1+),0.25n(O10 V4),0.67n(H2 O1)"
BIWGUJ,3,NCCCCCCN,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']",Sn3 P2 H1 O9,"(C6 H18 N2 2+)0.5n,n(H1 O9 P2 Sn3 1-)"
BIWHAQ,3,NCCCCCCCCN,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']",Sn3 P2 H1 O9,"(C8 H22 N2 2+)0.5n,n(H1 O9 P2 Sn3 1-)"
BIWWAG,0,C1CNCCN1,[4],"['C', 'Ge', 'O']",['Ge'],"['C', 'O']",Ge1 H2 C4 O10,"C4 H12 N2 2+,C4 H2 Ge1 O10 2-,H2 O1"
BIWWEK,0,c1cc(-c2ccncc2)ccn1,[4],"['C', 'Ge', 'O']",['Ge'],"['C', 'O']",Ge1 H2 C4 O10,"C10 H10 N2 2+,C4 H2 Ge1 O10 2-,2(H2 O1)"
BIYFEV,2,NCCN,[1],"['K', 'Mo', 'O', 'P']","['K', 'Mo']","['O', 'P']",K4 Mo24 P16 H36 O126,"(H36 K4 Mo24 O126 P16 12-)n,12n(C2 H9 N2 1+),8n(H2 O1)"
BIYFIZ,2,NCCN,[1],"['Mo', 'Na', 'O', 'P']","['Mo', 'Na']","['O', 'P']",Na4 Mo24 P16 H36 O126,"(H36 Mo24 Na4 O126 P16 12-)n,12n(C2 H9 N2 1+),8n(H2 O1)"
BOJBOS,0,CN(C)CCN(C)C,[],"['O', 'V']",['V'],['O'],V10 O28,"3(C6 H18 N2 2+),O28 V10 6-,4(H2 O1)"
BOKJIV,0,CCNCCNCC,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"2(C6 H18 N2 2+),Mo8 O26 4-,2(H2 O1)"
BOKJOB,0,CCNCCN(C)C,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"2(C6 H18 N2 2+),Mo8 O26 4-"
BOKJUH,1,CN(C)CCN(C)C,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"(C6 H18 N2 2+)2n,n(Mo8 O26 4-)"
BOKKAO,1,NCCN(CCN)CCN,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O27,"(C6 H21 N4 3+)2n,n(Mo8 O27 6-),2n(H2 O1)"
BOKKES,0,CCNCCNCC,[],"['F', 'Mo', 'O']",['Mo'],"['F', 'O']",Mo8 O26 F2,"3(C6 H18 N2 2+),F2 Mo8 O26 6-,4(H2 O1)"
BOKKIW,0,CCNCCN(C)C,[],"['F', 'Mo', 'O']",['Mo'],"['F', 'O']",Mo8 O26 F2,"3(C6 H18 N2 2+),F2 Mo8 O26 6-,5(H2 O1)"
BOKKOC,1,CN(C)CCN(C)C,[],"['F', 'Mo', 'Na', 'O']","['Mo', 'Na']","['F', 'O']",Na2 Mo8 H8 O30 F2,"(C6 H18 N2 2+)2n,n(H8 F2 Mo8 Na2 O30 4-)"
BOKKUI,0,NCCN(CCN)CCN,[],"['F', 'Mo', 'O']",['Mo'],"['F', 'O']",Mo8 O26 F2,"2(C6 H21 N4 3+),F2 Mo8 O26 6-,6(H2 O1)"
BOKVUU,2,CN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']",U4 S6 O32,"(C1 H6 N1 1+)4n,n(O32 S6 U4 4-)"
BOKWAB,2,N=C(N)N,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U4 Se6 O32,"(C1 H6 N3 1+)4n,n(O32 Se6 U4 4-)"
BOLQIE,0,N#CN=C(N)N,[1],"['O', 'P', 'W']",['W'],"['O', 'P']",P1 W12 O40,"O40 P1 W12 3-,3(C2 H5 N4 1+),3(H2 O1)"
BOMZOT,0,CCNCC,[1],"['Hf', 'O', 'P', 'W']","['Hf', 'W']","['O', 'P']",Hf3 P2 H3 W18 O71,"7(C4 H12 N1 1+),2(H1 1+),H3 Hf3 O71 P2 W18 9-,11(H2 O1)"
BOMZUZ,0,CCNCC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']",Zr3 P2 H3 W18 O71,"7(C4 H12 N1 1+),2(H1 1+),H3 O71 P2 W18 Zr3 9-,12(H2 O1)"
BOPMUR,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C2 H8 N1 1+"
BOPNAY,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C2 H8 N1 1+"
BOPNEC,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C2 H8 N1 1+"
BOPNIG,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C2 H8 N1 1+"
BOPNOM,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C2 H8 N1 1+"
BOPNUS,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C2 H8 N1 1+"
BOPPUU,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe4 H12 C12 O24,"(C12 H12 Fe4 O24 3-)n,n(C1 O2),3n(C2 H8 N1 1+)"
BOQNIE,0,CNC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 H4 O40,"4(C2 H8 N1 1+),H4 Mo12 O40 P1 2-,2(Cl1 1-),4(H2 O1)"
BOQVIN,0,NCCN,[],"['Fe', 'Ge', 'O', 'W']","['Fe', 'Ge', 'W']",['O'],Fe6 Ge3 H13 W24 O96,"H13 Fe6 Ge3 O96 W24 5-,2.5(C2 H10 N2 2+),14(H2 O1)"
BOQWUC,2,CN(C)C12CC3CC(C)(CC(C)(C3)C1)C2,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al2 P3 H1 O12,"(C14 H26 N1 1+)2n,n(H1 Al2 O12 P3 2-)"
BOTHAU,2,CN,[6],"['As', 'O', 'U']",['U'],"['As', 'O']",U1 As3 H6 O14,"(C1 H6 N1 1+)n,n(H6 As3 O14 U1 1-)"
BOWRAH,3,NCCCN,"[12, 1]","['B', 'Fe', 'O', 'P']",['Fe'],"['B', 'O', 'P']",Fe3 B2 P4 H8 O22,"(C3 H12 N2 2+)0.5n,n(H8 B2 Fe3 O22 P4 1-)"
BOWSOW,3,c1cc(-c2ccncc2)ccn1,[0],"['O', 'P', 'V']",['V'],"['O', 'P']",V2 P4 H6 O14,"(H6 O14 P4 V2 2-)n,n(C10 H10 N2 2+)"
BOWSUC,3,NCCNCCN,[0],"['F', 'O', 'P', 'V']",['V'],"['F', 'O', 'P']",V3 P4 H4 O14 F2,"(H4 F2 O14 P4 V3 3-)n,n(C4 H16 N3 3+)"
BOXWAN,3,NCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al1 B5 O10,"(C2 H10 N2 2+)n,n(Al1 B5 O10 2-)"
BOXWER,3,NCCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al1 B5 O10,"(C3 H12 N2 2+)n,n(Al1 B5 O10 2-)"
BOXWIV,3,NCCCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al2 B10 O20,"(C4 H14 N2 2+)2n,n(Al2 B10 O20 4-),4n(H2 O1)"
BOXYAQ,3,CC(N)CN,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']",Mn4 P2 H2 C8 O24,"(C8 H2 Mn4 O24 P2 4-)n,2(C3 H12 N2 2+)"
BOXYEU,3,CCCN,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']",Mn2 P1 H2 C4 O12,"(C4 H2 Mn2 O12 P1 1-)n,C3 H10 N1 1+"
BOXYIY,3,CN1CCNCC1,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']",Mn6 P4 H6 C12 O40,"(C12 H6 Mn6 O40 P4 6-)n,3(C5 H14 N2 2+)"
BUAMDW10,0,CCCCN(CCCC)CCCC,[],"['O', 'W']",['W'],['O'],W10 O32,"O32 W10 4-,4(C12 H28 N1 1+)"
BUBQOE,3,C1CNCCN1,[0],"['O', 'P', 'U']",['U'],"['O', 'P']",U4 P8 H12 O32,"(C4 H12 N2 2+)2n,n(H12 O32 P8 U4 4-)"
BUCREZ,0,c1ccc2[nH]cnc2c1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']",Cr1 H4 C4 O10,"C4 H4 Cr1 O10 1-,C7 H7 N2 1+,2(H2 O1)"
BUCRID,0,c1ccc2[nH]cnc2c1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']",Cr1 C6 O12,"C6 Cr1 O12 3-,3(C7 H7 N2 1+),C2 H2 O4,3(H2 O1)"
BUGWUV,0,N=C(N)N,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']",Mo18 As2 O62,"As2 Mo18 O62 6-,6(C1 H6 N3 1+),9(H2 O1)"
BURHIG,1,C1CNCCN1,[0],"['Co', 'O', 'P']",['Co'],"['O', 'P']",Co1 P2 H2 O6,"(C4 H12 N2 2+)n,n(H2 Co1 O6 P2 2-)"
BURHUS,3,CNC,[0],"['Co', 'O', 'P']",['Co'],"['O', 'P']",Co3 P4 H4 O12,"(C2 H8 N1 1+)2n,n(H4 Co3 O12 P4 2-)"
BUTHUU,0,CC(N)CN,[6],"['As', 'Ni', 'O', 'W']","['Ni', 'W']","['As', 'O']",Ni4 As2 H4 W18 O70,"3(C3 H12 N2 2+),H4 As2 Ni4 O70 W18 6-,16.5(H2 O1)"
BUWKEL,0,Nc1ccncc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"Mo12 O40 P1 3-,3(C5 H7 N2 1+)"
BUWZUP,1,c1cc(CCCc2ccncc2)ccn1,[],"['Mo', 'O']",['Mo'],['O'],Mo4 O13,"(Mo4 O13 2-)n,n(C13 H16 N2 2+)"
CACKOI,0,NCCN,[6],"['As', 'O', 'W']",['W'],"['As', 'O']",As2 W18 O62,"As2 O62 W18 6-,3(C2 H10 N2 2+),0.5(C2 H8 N2),9(H2 O1)"
CADPED,1,NCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H2 O6,"(H2 O6 P2 Zn1 2-)n,n(C3 H12 N2 2+)"
CADPIH,3,NCCCNCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P7 H3 O30 F2,"(C5 H18 N3 3+)2n,n(H3 F2 Ga6 O30 P7 6-)"
CAFKIG,0,c1c[nH]cn1,[],"['Cr', 'F', 'O']",['Cr'],"['F', 'O']",Cr1 O3 F1,"C3 H5 N2 1+,Cr1 F1 O3 1-"
CAGXIS,2,NCCCN1CCN(CCCN)CC1,[1],"['Cl', 'Co', 'O', 'P']",['Co'],"['Cl', 'O', 'P']",Co1 P1 Cl1 O4,"(C10 H26 N4 2+)0.5n,n(Cl1 Co1 O4 P1 1-)"
CAGZOA,2,NCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H3 O8,"(C2 H10 N2 2+)n,2n(H3 O8 P2 Zn1 1-)"
CAGZUG,1,NCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H2 O8,"(C2 H10 N2 2+)n,n(H2 O8 P2 Zn1 2-)"
CAHBET,2,NCCCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O16,"(C6 H18 N2 2+)n,n(H4 O16 P4 Zn3 2-),2n(H2 O1)"
CAHFOH,2,NCCCCCCCCCCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga4 P4 O16 F4,"(C12 H30 N2 2+)2n,n(F4 Ga4 O16 P4 4-)"
